id,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,new_balance,highest_balance,label,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
59005543,0,0,0,0,1,10,526900.0,288790.8,241159.0,1,4,1302.5,1,239000.0,1,8,5,100,3,60043,380.7886553
58995877,0,0,0,0,1,10,55000.0,2050.8,2208.0,1,7,1277.0,3,132000.0,2,11,9,80,5,60016,1.0
58988287,0,0,0,0,1,10,99000.0,685.2,1071.0,0,5,1307.0,1,39000.0,2,15,9,114,4,450016,160.44625269999997
59005266,0,0,0,0,1,10,78100.0,4102.8,3918.0,0,4,1266.5,1,99000.0,2,8,5,86,3,72002,1.0
58995813,0,0,0,0,2,10,55000.0,4444.8,47225.0,0,7,1230.5,3,57000.0,2,11,9,108,4,450015,170.29386369999995
59001486,0,0,0,0,1,10,346500.0,2865.6,2888.0,0,4,1295.0,1,30000.0,2,8,-1,93,5,350052,316.22776600000003
54984810,0,0,0,0,2,10,66000.0,14347.2,16139.0,0,5,1241.0,3,60000.0,2,15,5,90,5,60000,200.0
54988422,0,0,0,0,3,10,33000.0,4760.4,4467.0,0,7,1289.0,1,144000.0,2,11,5,100,3,71000,200.0
54991086,0,0,0,0,4,10,106700.0,104354.4,98609.0,1,4,1289.0,1,143000.0,2,8,5,70,5,60091,1.0
59004333,0,0,0,0,5,10,79200.0,80415.6,69991.0,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
59002037,0,0,0,0,3,10,44000.0,16880.4,14566.0,1,4,1292.0,1,115000.0,2,8,5,114,5,350060,192.3538406
58996591,0,0,0,0,2,10,88000.0,2805.6,5826.0,0,7,1320.5,1,123000.0,2,11,5,113,4,60091,1.0
59003325,0,0,0,0,1,10,64900.0,888.0,1240.0,1,4,1325.0,1,126000.0,2,8,9,106,5,71003,1.0
59003249,0,0,0,0,1,10,46200.0,4102.8,3918.0,0,4,1269.5,3,113000.0,2,8,5,110,5,60091,212.1320344
54988522,0,0,0,0,1,10,66000.0,682.8,1068.0,1,7,1214.0,3,58000.0,2,11,5,110,4,151300,158.11388300000002
58994712,0,0,0,0,1,10,101200.0,14290.8,12408.0,0,7,1287.5,1,135000.0,2,11,5,109,4,72000,1.0
58995842,0,0,0,0,1,10,42900.0,682.8,1068.0,1,7,1302.5,1,92000.0,2,11,-1,105,4,60075,212.1320344
54991827,0,0,0,0,3,10,60500.0,24163.2,24036.0,0,4,1343.0,1,128000.0,2,8,-1,107,5,361022,1.0
54987381,0,0,0,0,1,10,55000.0,2302.8,3719.0,0,7,1214.0,3,58000.0,2,11,5,112,3,450080,145.6021978
59005490,0,0,0,0,5,10,93500.0,-1.2,85473.0,0,4,1287.5,1,110000.0,2,8,5,89,5,72049,190.9345438
58988263,0,0,0,0,3,10,82500.0,0.0,44452.0,0,5,1316.0,1,202000.0,2,15,5,105,5,450054,223.6067977
59004680,0,0,0,0,2,10,201300.0,2649.6,10223.0,0,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0
59002087,0,0,0,0,1,10,105600.0,7202.4,6501.0,0,4,1287.5,3,127000.0,2,8,5,111,3,60059,200.0
59002775,0,0,0,0,1,10,189200.0,6838.8,6198.0,0,4,1301.0,3,144000.0,2,8,9,113,4,60001,212.1320344
58994224,0,0,0,0,1,10,129800.0,124102.8,103918.0,0,7,1274.0,1,328000.0,2,11,-1,82,5,450000,244.94897430000003
58992711,0,0,0,0,1,10,110000.0,4102.8,3918.0,0,7,1305.5,3,84000.0,2,11,5,112,4,151306,173.20508080000002
58987375,0,0,0,0,1,10,16500.0,493.2,911.0,0,5,1230.5,3,58000.0,2,15,-1,92,3,340020,122.4744871
58988263,0,0,0,0,2,10,283800.0,130521.6,111325.0,0,5,1316.0,1,202000.0,2,15,5,105,5,450054,223.6067977
58996069,0,0,0,0,1,10,116600.0,684.0,1070.0,0,7,1233.5,3,62000.0,2,11,3,88,3,450194,244.94897430000003
54990604,0,0,0,0,1,10,119900.0,4102.8,3918.0,1,4,1238.0,3,75000.0,2,8,5,104,4,72001,1.0
54987763,0,0,0,0,2,10,118800.0,12508.8,12699.0,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
58995231,0,0,0,0,2,10,88000.0,10436.4,9197.0,0,7,1374.5,1,400000.0,2,12,-1,104,5,60000,492.6601263
58987142,0,0,0,0,1,10,104500.0,19441.2,16700.0,0,5,1310.0,1,500000.0,2,15,5,103,5,452306,244.94897430000003
58994493,0,0,0,0,2,10,68200.0,55249.2,46540.0,1,7,1287.5,3,89000.0,2,11,5,105,5,71004,1.0
59005571,0,0,0,0,2,10,70400.0,7281.6,6568.0,1,4,1241.0,3,60000.0,2,8,5,107,3,151300,187.08286930000003
58993369,0,0,0,0,1,10,112200.0,2050.8,2208.0,1,7,1308.5,1,134000.0,2,11,5,95,5,151009,1.0
59004230,0,0,0,0,2,10,55000.0,9046.8,8039.0,0,4,1277.0,3,100000.0,2,8,5,100,5,60000,223.6067977
54992046,0,0,0,0,2,10,49500.0,11551.2,10126.0,0,4,1257.5,1,91000.0,2,8,5,90,3,72000,1.0
54988259,0,0,0,0,3,10,48400.0,11256.0,19831.0,0,7,1218.5,3,67000.0,1,11,5,114,4,72000,237.0442997
58988092,0,0,0,0,1,10,63800.0,55908.0,47090.0,0,5,1269.5,1,114000.0,2,15,5,83,3,450058,141.4213562
59005099,0,0,0,0,3,10,110000.0,114994.8,100612.0,0,4,1304.0,1,100000.0,2,8,-1,113,3,350098,158.11388300000002
59003524,0,0,0,0,1,10,108900.0,28654.8,24379.0,0,4,1322.0,1,87000.0,2,8,5,90,4,151300,1.0
54988581,0,0,0,0,2,10,66000.0,33946.8,28789.0,0,7,1247.0,3,66000.0,2,11,-1,109,5,60041,1.0
58994468,0,0,0,0,4,10,151800.0,-338.4,13718.0,0,7,1283.0,3,100000.0,2,11,5,95,3,332444,1.0
54984727,0,0,0,0,5,10,115500.0,52339.2,47535.0,0,5,1311.5,1,167000.0,2,15,5,85,5,60058,1.0
54987381,0,0,0,0,4,10,40700.0,17773.2,16310.0,0,7,1214.0,3,58000.0,2,11,5,112,3,450080,145.6021978
59005917,0,0,0,0,4,10,105600.0,12062.4,14742.0,0,4,1266.5,1,104000.0,2,8,-1,92,5,60036,1.0
54992131,0,0,0,0,3,10,99000.0,11924.4,10437.0,0,4,1214.0,3,68000.0,2,8,9,110,5,60091,1.0
58986657,0,0,0,0,1,10,179300.0,4102.8,3918.0,0,5,1322.0,3,71000.0,2,15,5,114,4,510034,216.374675
54986797,0,0,0,0,1,10,171600.0,682.8,1068.0,0,7,1254.5,3,81000.0,2,11,5,110,5,60057,200.0
54986472,0,0,0,0,1,10,68200.0,682.8,1068.0,0,7,1250.0,3,82000.0,2,11,5,105,5,72000,1.0
59001304,0,0,0,0,1,10,121000.0,4604.4,4337.0,0,4,1250.0,3,120000.0,2,8,5,91,5,60064,1.0
58987886,0,0,0,0,2,10,383900.0,-51.6,2456.0,0,5,1269.5,1,175000.0,2,15,5,110,5,350057,173.20508080000002
54984577,0,0,0,0,2,10,174900.0,153999.6,128833.0,0,5,1311.5,1,91000.0,1,15,7,113,4,151306,1.0
54984435,0,0,0,0,1,10,49500.0,15434.4,13362.0,0,5,1248.5,1,286000.0,2,15,-1,112,4,450094,173.20508080000002
54987381,0,0,0,0,2,10,27500.0,1435.2,1696.0,0,7,1214.0,3,58000.0,2,11,5,112,3,450080,145.6021978
58991302,0,0,0,0,1,10,221100.0,39292.8,33243.0,0,7,1290.5,1,108000.0,1,11,5,95,5,60064,1.0
58988028,0,0,0,0,4,10,111100.0,5425.2,12021.0,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
59005995,0,0,0,0,4,10,42900.0,43974.0,38946.0,0,6,1217.0,3,56000.0,2,6,-1,100,3,60091,1.0
58987402,0,0,0,0,2,10,113300.0,7938.0,7115.0,0,5,1241.0,3,62000.0,2,15,9,95,4,60023,1.0
54991614,0,0,0,0,3,10,106700.0,26734.8,22779.0,0,4,1266.5,3,101000.0,2,8,9,101,4,60084,1.0
58987886,1,0,0,1,3,10,178200.0,3492.0,7530.0,0,5,1269.5,1,175000.0,2,15,5,110,5,350057,173.20508080000002
54986288,0,0,0,0,1,10,55000.0,16602.0,45855.0,0,7,1278.5,1,105000.0,2,11,-1,112,4,450002,158.11388300000002
58995436,0,0,0,0,4,10,44000.0,47858.4,43505.0,1,7,1256.0,3,96000.0,2,11,5,102,3,72000,200.0
54990680,0,0,0,0,1,10,44000.0,44622.0,38856.0,1,4,1241.0,3,60000.0,2,8,5,115,5,60036,1.0
54990331,0,0,0,0,2,10,194700.0,-25.2,8228.0,0,4,1314.5,1,177000.0,2,8,-1,112,5,60000,200.0
58991638,0,0,0,0,2,10,61600.0,26078.4,49221.0,0,7,1259.0,3,86000.0,2,11,5,88,5,72000,223.6067977
54987199,0,0,0,0,1,10,55000.0,57937.2,49528.0,0,7,1329.5,1,150000.0,2,11,-1,86,5,60036,1.0
58987097,0,0,0,0,2,10,103400.0,12856.8,28555.0,0,5,1248.5,3,98000.0,2,15,5,110,4,550003,178.8854382
59002145,0,0,0,0,1,10,23100.0,3266.4,3222.0,0,4,1358.0,3,162000.0,2,8,5,110,4,72001,1.0
58994781,0,0,0,0,3,10,63800.0,-3667.2,7579.0,0,7,1287.5,3,133000.0,2,11,5,91,3,151300,1.0
59003268,0,0,0,0,3,10,64900.0,32218.8,59369.0,1,4,1281.5,3,95000.0,1,8,5,93,5,60047,173.20508080000002
59004621,0,0,0,0,2,10,132000.0,3708.0,3590.0,0,4,1287.5,3,110000.0,2,8,9,80,5,151300,1.0
54988329,0,0,0,0,2,10,88000.0,35060.4,29717.0,0,7,1215.5,3,67000.0,2,11,5,95,3,151306,134.95554819999998
59006139,0,0,0,0,3,10,59400.0,9432.0,18532.0,0,6,1241.0,1,74000.0,2,6,-1,105,3,60027,200.0
59005880,0,0,0,0,4,10,193600.0,69610.8,62929.0,0,4,1241.0,1,86000.0,1,8,5,104,3,72000,187.08286930000003
58993948,0,0,0,0,2,10,117700.0,15718.8,13598.0,0,7,1241.0,3,63000.0,2,11,5,112,4,60057,1.0
58993173,0,0,0,0,3,10,88000.0,64660.8,81133.0,1,7,1241.0,3,78000.0,1,11,5,105,5,60074,1.0
54986974,0,0,0,0,3,10,55000.0,3652.8,16071.0,0,7,1275.5,3,122000.0,2,11,9,108,4,60018,1.0
59004857,0,0,0,0,5,10,22000.0,9480.0,17204.0,0,4,1223.0,3,56000.0,2,8,9,110,3,151009,1.0
59000497,0,0,0,0,2,10,69300.0,3676.8,4045.0,0,4,1257.5,3,88000.0,2,8,5,101,3,60018,200.0
59001676,0,0,0,0,3,10,110000.0,18681.6,16067.0,1,4,1287.5,3,120000.0,2,8,9,114,5,60059,1.0
59004946,0,0,0,0,5,10,77000.0,51295.2,69058.0,0,4,1266.5,1,120000.0,1,8,5,109,4,60023,187.08286930000003
59002949,0,0,0,0,3,10,22000.0,33.6,13334.0,0,4,1314.5,3,89000.0,2,8,5,111,4,151009,1.0
59000077,0,0,0,0,2,10,105600.0,4492.8,4243.0,1,4,1305.5,3,128000.0,2,8,5,114,4,72000,291.1889421
58996247,0,0,0,0,6,10,215600.0,49579.2,55658.0,0,7,1259.0,1,336000.0,2,11,9,112,4,60036,1.0
54991896,0,0,0,0,5,10,143000.0,117872.4,98727.0,1,4,1328.0,1,150000.0,2,8,5,107,3,332414,1.0
59003155,0,0,0,0,3,10,46200.0,18438.0,15865.0,0,4,1340.0,3,116000.0,2,8,9,104,5,72000,1.0
58996494,0,0,0,0,4,10,22000.0,6144.0,6712.0,0,7,1304.0,1,98000.0,2,11,5,113,4,151300,180.2775638
58994773,0,0,0,0,4,10,111100.0,103656.0,86880.0,0,7,1257.5,3,80000.0,2,11,5,103,5,60047,1.0
59001607,0,0,0,0,3,10,105600.0,122484.0,102569.0,1,4,1187.0,3,100000.0,2,8,5,102,3,60017,547.7225575
54989180,0,0,0,0,1,10,42900.0,30067.2,25555.0,0,4,1241.0,3,68000.0,2,8,5,107,5,72000,173.20508080000002
59004857,0,0,0,0,5,10,44000.0,7956.0,34990.0,0,4,1223.0,3,56000.0,2,8,9,110,3,151009,1.0
54992451,0,0,0,0,8,10,57200.0,41892.0,35410.0,0,7,1302.5,1,105000.0,2,11,5,95,3,60000,1.0
58983272,0,0,0,0,2,10,115500.0,5956.8,6690.0,0,5,1296.5,3,148000.0,2,15,5,100,4,60023,187.08286930000003
59003507,0,0,0,0,7,10,105600.0,104.4,81060.0,1,4,1278.5,3,101000.0,2,8,5,112,4,72000,1.0
58996773,0,0,0,0,9,10,101200.0,65625.6,94867.0,0,7,1214.0,3,74000.0,2,11,5,110,4,60058,204.9390153
59001898,0,0,0,0,4,10,78100.0,0.0,1060.0,0,4,1179.5,3,56000.0,2,8,5,99,3,72000,234.520788
58988923,0,0,0,0,2,10,36300.0,23988.0,20490.0,0,7,1223.0,3,68000.0,1,11,5,84,5,60014,158.11388300000002
58999633,0,0,0,0,5,10,22000.0,8682.0,11134.0,0,4,1296.5,3,250000.0,2,8,5,105,3,60033,200.0
54983144,0,0,0,0,1,10,11000.0,673.2,1060.0,1,5,1214.0,3,58000.0,2,15,5,112,4,72000,200.0
58997551,0,0,0,0,1,10,127600.0,-46.8,1060.0,1,4,1305.5,3,130000.0,2,8,5,112,5,361047,1.0
58996837,0,0,0,0,14,10,97350.0,75566.4,64008.0,0,7,1235.0,3,56000.0,2,11,-1,114,4,151300,206.8888591
59001124,0,0,0,0,14,10,110000.0,684.0,1436.0,0,4,1239.5,3,85000.0,2,8,5,66,5,72000,1.0
54987829,0,0,0,0,16,10,82500.0,73298.4,61582.0,0,7,1320.5,1,102000.0,2,11,5,110,3,151300,200.0
58989327,0,0,0,0,10,10,20680.0,1962.0,12852.0,0,7,1223.0,3,81000.0,2,11,5,114,4,151300,194.9358869
54990270,0,0,0,0,1,10,159500.0,759.6,1133.0,0,4,1308.5,3,144000.0,2,8,5,107,5,60016,1.0
59001195,0,0,0,0,4,10,106700.0,41917.2,35430.0,0,4,1311.5,3,147000.0,2,8,5,98,4,72000,187.08286930000003
58992134,0,0,0,0,4,10,88000.0,48170.4,65851.0,0,7,1235.0,1,114000.0,2,11,-1,85,5,450088,1.0
58996882,0,0,0,0,7,10,88000.0,4034.4,76409.0,0,7,1233.5,3,59000.0,2,11,5,91,3,450052,387.2983346
54986049,0,0,0,0,3,10,119900.0,11221.2,50754.0,0,7,1268.0,1,379000.0,2,11,-1,108,5,151304,389.0372733
54989455,0,0,0,0,1,10,104500.0,4102.8,3918.0,0,4,1287.5,3,107000.0,2,8,9,114,4,60043,200.0
59003949,0,0,0,0,3,10,88000.0,452.4,2288.0,0,4,1253.0,1,468000.0,2,8,5,81,5,60016,204.9390153
59000340,0,0,0,0,2,10,33000.0,0.0,781.0,0,4,1313.0,3,98000.0,1,8,9,103,5,151300,173.20508080000002
59004779,0,0,0,0,5,10,40700.0,8257.2,13119.0,0,4,1277.0,1,113000.0,2,8,-1,100,3,341759,207.17384
59005852,0,0,0,0,7,10,20900.0,1146.0,3523.0,0,4,1338.5,1,112000.0,2,8,5,90,3,330008,1.0
58990850,0,0,0,0,3,10,110000.0,18552.0,15960.0,0,7,1266.5,3,110000.0,1,11,5,99,5,151300,173.20508080000002
58988200,0,0,0,0,4,10,35200.0,36152.4,30627.0,1,5,1308.5,3,39000.0,2,15,5,82,3,450018,159.9843742
58991594,0,0,0,0,3,10,223300.0,124366.8,104139.0,1,7,1365.5,3,152000.0,1,11,5,84,5,60006,173.20508080000002
54989030,0,0,0,0,2,10,94600.0,11041.2,11435.0,0,4,1244.0,3,119000.0,2,8,9,100,3,60067,1.0
54984606,1,0,0,1,4,10,36300.0,4006.8,5441.0,0,5,1205.0,3,61000.0,2,15,5,76,5,60069,1.0
59000853,0,0,0,0,2,10,97900.0,129.6,1381.0,0,4,1305.5,1,118000.0,2,8,9,112,4,151300,223.6067977
58984882,0,0,0,0,1,10,66000.0,36000.0,30500.0,0,5,1290.5,1,106000.0,2,15,-1,112,3,450019,204.9390153
58987541,0,0,0,0,5,10,46200.0,46047.6,42271.0,1,5,1268.0,3,91000.0,2,15,5,112,4,71008,1.0
58987963,0,0,0,0,5,10,24200.0,0.0,15664.0,0,5,1236.5,1,52000.0,2,15,5,112,4,550009,172.61517890000002
58988021,0,0,0,0,6,10,102300.0,7855.2,13676.0,0,5,1277.0,1,101000.0,2,15,5,111,4,60091,1.0
59002060,0,0,0,0,4,10,67100.0,29358.0,24965.0,0,4,1280.0,3,96000.0,2,8,9,112,4,60062,1.0
59004716,0,0,0,0,7,10,44000.0,0.0,3869.0,0,4,1268.0,1,104000.0,2,8,9,95,5,60027,1.0
58995727,0,0,0,0,7,10,42900.0,18499.2,38338.0,0,7,1214.0,3,58000.0,2,11,5,112,4,71006,1.0
58994324,0,0,0,0,7,10,99000.0,22237.2,57489.0,0,7,1266.5,3,130000.0,2,11,9,100,5,60005,173.20508080000002
58985964,0,0,0,0,5,10,55000.0,11799.6,29586.0,0,5,1212.5,3,67000.0,2,15,9,110,5,60083,1.0
58999945,0,0,0,0,5,10,55000.0,4646.4,26327.0,0,4,1194.5,3,63000.0,2,8,9,105,4,72001,223.6067977
58982795,0,0,0,0,2,10,168300.0,11156.4,23305.0,1,5,1292.0,3,119000.0,2,15,9,107,4,72001,187.08286930000003
58984430,0,0,0,0,2,10,55000.0,41737.2,51205.0,0,5,1316.0,3,147000.0,2,15,9,105,5,361029,173.20508080000002
58992588,0,0,0,0,7,10,39600.0,-1.2,8637.0,0,7,1287.5,3,144000.0,2,11,5,114,4,72000,221.3594362
54991294,0,0,0,0,8,10,37400.0,6158.4,11968.0,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
54986705,0,0,0,0,6,10,31900.0,6634.8,11473.0,0,7,1233.5,3,56000.0,2,11,5,80,5,60052,1.0
54986067,0,0,0,0,6,10,102300.0,42679.2,36066.0,0,7,1271.0,3,137000.0,2,11,5,68,5,60008,233.2873764
58995860,0,0,0,0,9,10,62700.0,17664.0,55655.0,0,7,1362.5,3,93000.0,2,11,5,115,4,151300,1.0
58985654,0,0,0,0,8,10,138600.0,131935.2,110446.0,0,5,1214.0,3,114000.0,2,15,5,90,5,60091,1.0
58998781,0,0,0,0,6,10,40700.0,-34.8,14571.0,0,4,1382.0,3,76000.0,2,8,5,100,5,60018,173.20508080000002
59001343,0,0,0,0,14,10,19800.0,0.0,13797.0,0,4,1272.5,3,170000.0,2,8,5,110,4,60019,1.0
54985691,0,0,0,0,3,10,50600.0,56550.0,47624.0,1,7,1241.0,3,71000.0,2,11,-1,80,5,450071,187.08286930000003
59003191,0,0,0,0,6,10,69300.0,-1.2,7858.0,0,4,1278.5,3,97000.0,2,8,5,100,3,72015,223.6067977
59005255,0,0,0,0,7,10,114400.0,89700.0,83562.0,0,4,1305.5,1,128000.0,2,8,3,96,3,60042,1.0
58986723,0,0,0,0,5,10,91300.0,182.4,9176.0,0,7,1322.0,3,195000.0,1,11,5,104,5,71000,173.20508080000002
58984757,0,0,0,0,1,10,75900.0,2020.8,2184.0,0,5,1223.0,3,56000.0,2,15,5,112,4,151300,212.1320344
58984992,0,0,0,0,3,10,40700.0,4305.6,25715.0,0,5,1250.0,3,78000.0,2,15,5,82,5,350092,176.4256217
58989777,0,0,0,0,2,10,99000.0,40957.2,37131.0,0,7,1274.0,1,240000.0,2,11,-1,104,5,350100,300.0
58997104,0,0,0,0,5,10,57200.0,14529.6,24664.0,0,7,1241.0,1,74000.0,2,11,5,105,3,72000,1.0
59004658,0,0,0,0,6,10,55000.0,20966.4,17972.0,1,4,1257.5,3,105000.0,2,8,5,73,3,151009,1.0
54983915,0,0,0,0,4,10,47300.0,187.2,4437.0,0,5,1256.0,3,110000.0,2,15,9,107,5,60018,1.0
54985730,0,0,0,0,2,10,23100.0,4140.0,11448.0,1,7,1319.0,3,149000.0,2,11,9,112,5,350096,243.9569634
58993081,0,0,0,0,6,10,184800.0,209924.4,180200.0,0,7,1215.5,3,35000.0,2,11,9,113,4,60038,1.0
58989132,0,0,0,0,1,10,102300.0,42316.8,35763.0,0,7,1319.0,3,88000.0,2,11,5,114,4,151300,228.4513077
58989746,0,0,0,0,2,10,74800.0,28558.8,69527.0,1,7,1334.0,3,86000.0,2,11,5,113,5,510065,168.5140944
58986444,0,0,0,0,4,10,154000.0,17649.6,15208.0,0,5,1319.0,3,15000.0,2,15,5,114,3,450069,158.11388300000002
54987487,0,0,0,0,3,10,121000.0,25731.6,28472.0,0,7,1304.0,3,135000.0,2,11,5,90,3,550109,282.8427125
58990628,0,0,0,0,4,10,165000.0,12007.2,61490.0,0,7,1335.5,3,150000.0,2,11,9,105,5,350050,412.3105626
59004349,0,0,0,0,6,10,180400.0,28890.0,64187.0,0,7,1277.0,1,119000.0,1,11,5,105,3,72000,217.4741364
59004587,0,0,0,0,5,10,111100.0,4242.0,6513.0,0,4,1265.0,1,120000.0,2,8,5,105,3,71000,1.0
54983792,0,0,0,0,2,10,72600.0,38484.0,32570.0,0,5,1212.5,3,125000.0,2,15,10,113,4,550005,187.08286930000003
58995532,0,0,0,0,6,10,111100.0,0.0,18437.0,0,7,1304.0,3,129000.0,2,11,5,103,3,151300,161.245155
59001951,0,0,0,0,5,10,55000.0,6069.6,21544.0,0,4,1287.5,1,112000.0,2,8,5,90,3,330015,1.0
58984557,0,0,0,0,4,10,161700.0,36333.6,73513.0,0,5,1323.5,3,218000.0,2,15,5,112,4,151300,282.8427125
54983601,1,0,0,30,4,10,112200.0,27194.4,24917.0,0,5,1241.0,3,35000.0,2,15,5,104,5,151300,243.3536521
58986727,0,0,0,0,7,10,144100.0,123213.6,104391.0,1,5,1214.0,3,68000.0,2,15,5,92,3,550044,173.20508080000002
58990273,0,0,0,0,6,10,100100.0,-1.2,28746.0,0,7,1362.5,3,83000.0,2,11,9,100,4,151300,174.2067737
59002005,0,0,0,0,8,10,106700.0,35824.8,96073.0,0,4,1239.5,3,68000.0,2,8,5,84,5,60052,1.0
54983307,0,0,0,0,7,10,67100.0,14257.2,39861.0,0,5,1269.5,1,180000.0,1,15,5,90,3,151009,173.20508080000002
54985988,0,0,0,0,10,10,117700.0,61747.2,104100.0,0,7,1262.0,1,104000.0,2,11,8,107,4,60045,1.0
58988855,0,0,0,0,1,10,84700.0,-445.2,3869.0,0,7,1328.0,3,163000.0,2,11,9,79,5,60062,1.0
58998029,0,0,0,0,9,10,55000.0,22269.6,29594.0,0,4,1244.0,3,107000.0,2,8,5,112,5,60017,3.16227766
59000320,0,0,0,0,12,10,118800.0,49240.8,95536.0,0,4,1214.0,3,62000.0,2,8,9,114,4,151300,1.0
54992564,0,0,0,0,14,10,110000.0,-2.4,67676.0,0,7,1350.5,3,130000.0,1,11,5,97,5,60016,173.20508080000002
58990154,0,0,0,0,11,10,86900.0,4465.2,41558.0,0,7,1262.0,3,100000.0,2,11,5,113,4,450071,210.9573417
54986075,2,0,0,18,11,10,70400.0,41290.8,51621.0,1,7,1245.5,3,81000.0,2,11,5,103,5,60014,1.0
54982727,0,0,0,0,1,10,70400.0,4044.0,3869.0,0,5,1305.5,3,157000.0,2,15,9,111,5,71000,249.7999199
58986188,0,0,0,0,4,10,38500.0,0.0,35210.0,0,5,1314.5,1,119000.0,2,15,-1,75,5,450063,194.9358869
58992344,0,0,0,0,6,10,57200.0,11898.0,44258.0,0,7,1296.5,3,80000.0,2,11,5,112,3,60069,1.0
58991249,0,0,0,0,5,10,55000.0,13824.0,24992.0,0,7,1296.5,3,138000.0,1,11,5,100,5,60027,158.11388300000002
59000764,0,0,0,0,5,10,99000.0,40339.2,89151.0,0,4,1269.5,3,107000.0,1,8,9,81,3,60040,173.20508080000002
59000958,1,0,0,30,3,10,48400.0,-34.8,1077.0,0,4,1262.0,1,360000.0,2,8,-1,113,4,151300,200.0
58994510,0,0,0,0,6,10,42900.0,44766.0,39451.0,0,7,1244.0,3,59000.0,2,11,5,79,3,60040,173.20508080000002
54988244,0,0,0,0,7,10,36300.0,21268.8,32796.0,0,7,1400.0,1,100000.0,2,11,5,94,5,60028,205.55534530000003
